job_id,com_id,pos_id,area_id
80244002,9781483,220406,10
77036486,49345002,220406,196
85193152,72458412,220406,30
85193151,72458412,220406,30
85193150,72458412,220406,30
85193148,72458412,220406,30
85193147,72458412,220406,30
85193146,72458412,220406,30
85193145,72458412,220406,30
85193144,72458412,220406,30
85193143,72458412,220406,30
85193142,72458412,220406,30
85193141,72458412,220406,30
85193138,72458412,220406,30
85193137,72458412,220406,30
85193136,72458412,220406,30
85193135,72458412,220406,30
85193134,72458412,220406,30
85193133,72458412,220406,30
85193132,72458412,220406,30
85193131,72458412,220406,30
85193130,72458412,220406,30
85193129,72458412,220406,30
85193128,72458412,220406,30
85193127,72458412,220406,30
85193126,72458412,220406,30
85193125,72458412,220406,30
85193124,72458412,220406,30
85193123,72458412,220406,30
85193119,72458412,220406,30
84871522,70024175,220406,48
84852616,51583435,220406,16
84852592,51583435,220406,16
55656119,10068580,220406,13
91511745,72424378,220406,114
91511740,72424378,220406,114
91511674,72424378,220406,114
91511670,72424378,220406,114
91511667,72424378,220406,114
91511665,72424378,220406,114
91511661,72424378,220406,114
91511659,72424378,220406,114
91511657,72424378,220406,114
91511638,72424378,220406,114
91485700,9992998,220406,19
91299667,69360708,220406,51
91165728,73083222,220406,20
77263683,35860717,220406,7
75765300,151812,220406,113
91531827,51583435,220406,16
91511633,72424378,220406,114
91511631,72424378,220406,114
91511628,72424378,220406,114
91511627,72424378,220406,114
91511622,72424378,220406,114
91511621,72424378,220406,114
91511608,72424378,220406,114
91511607,72424378,220406,114
91511606,72424378,220406,114
91511594,72424378,220406,114
91493254,435277,220406,43
91462251,50950671,220406,50
91462246,50950671,220406,50
91272132,51583435,220406,16
85864965,435277,220406,43
85153034,69095812,220406,183
