job_id,com_id,pos_id,area_id
85080039,70445015,110206,292
91548435,69619760,110206,7
91550727,71717524,110206,9
91550670,73087774,110206,215
91550620,70444920,110206,53
91550316,580862,110206,259
91549823,71715133,110206,57
91549591,72457511,110206,49
91549484,9965064,110206,28
80101333,69010286,110206,19
79032596,51543541,110206,221
91549431,130052,110206,7
91549427,130052,110206,7
91549266,73158178,110206,11
91549097,48472023,110206,13
91549020,69612802,110206,32
91548897,73189555,110206,43
91548882,72191401,110206,48
91548881,69456072,110206,271
91548825,69416298,110206,228
91548629,50946633,110206,43
91548447,51853156,110206,48
91548072,72455829,110206,260
91547918,8310082,110206,17
91534507,2785177,110206,29
91533565,36202447,110206,233
91531609,71626520,110206,217
91530836,73184310,110206,217
91530647,69430538,110206,11
91529706,71171893,110206,53
91526120,70444920,110206,53
91519174,73190254,110206,16
91519164,73190254,110206,16
91514907,71529368,110206,229
91512787,69143041,110206,48
91509688,73089683,110206,268
91509604,68991336,110206,239
91508874,71058698,110206,57
91491389,51580668,110206,209
91486093,67211908,110206,48
91485365,50765725,110206,29
91467505,50566778,110206,27
91465520,2131624,110206,132
91463748,51447653,110206,255
91463466,51812279,110206,259
91426575,72458813,110206,220
91426547,8961329,110206,40
91425963,71727394,110206,187
91300259,50520728,110206,13
91299164,71485742,110206,111
91292668,51473996,110206,131
91288831,51630151,110206,27
91228395,73155539,110206,116
91199265,69477632,110206,29
91197688,48510601,110206,259
91190216,51447653,110206,255
91166393,36068610,110206,249
91165518,70673095,110206,257
91152303,69627286,110206,48
91152298,69627286,110206,48
91143215,9450296,110206,43
91119487,48880292,110206,255
91117752,73123845,110206,24
91117123,51395986,110206,116
86015495,73092884,110206,16
85996792,1280505,110206,255
85994583,73091786,110206,269
85960568,51447653,110206,255
85951560,73082701,110206,138
85901520,72336941,110206,228
85887307,890071,110206,48
85882120,70701358,110206,48
85874324,68638673,110206,259
85853143,490030,110206,221
85850025,68787895,110206,9
85191268,72531144,110206,112
85174710,72465763,110206,253
85152897,69432085,110206,22
85137153,72518931,110206,330
85082071,1755338,110206,11
85019366,50952616,110206,231
85017541,69588094,110206,13
84886815,69494443,110206,221
84845277,71718449,110206,31
84844305,69449431,110206,31
84825163,71960408,110206,111
84796955,72191401,110206,48
80274464,67044975,110206,144
80269897,72064260,110206,349
80269892,72064260,110206,201
80269889,72064260,110206,330
80269885,72064260,110206,137
80269882,72064260,110206,82
80269880,72064260,110206,61
80269876,72064260,110206,21
80240623,51447653,110206,255
80240528,51447653,110206,255
80128439,69456451,110206,43
80128332,69588094,110206,15
80128234,71719256,110206,138
80127568,69386809,110206,304
80031894,71711191,110206,290
80009649,67302079,110206,48
79878112,71058698,110206,57
79826163,73172448,110206,253
79818410,71054427,110206,253
79807252,70673971,110206,19
79699810,36070340,110206,220
79410307,51053019,110206,4
79219096,71304188,110206,65
78613579,71057536,110206,258
78586986,2002845,110206,81
78512046,1175134,110206,313
78250702,2765266,110206,27
77336945,1262932,110206,64
77230676,68639782,110206,13
77190198,51458453,110206,268
77167967,70021861,110206,9
77153473,73168932,110206,258
77093825,67323588,110206,21
77070698,69386057,110206,118
77054550,69010997,110206,208
77052449,332757,110206,9
77010263,69417518,110206,290
76991640,69382691,110206,19
