job_id,com_id,pos_id,area_id
91547489,71957075,120205,16
91523124,50766577,120205,114
91498881,73157386,120205,342
91498757,69383643,120205,39
91460783,51446704,120205,16
91303956,50016608,120205,21
91218809,70661893,120205,114
91185256,50645184,120205,43
85874625,69010878,120205,196
85131799,71715672,120205,10
84886536,1085123,120205,68
80209620,50945819,120205,187
80199954,50957505,120205,98
80116309,435167,120205,257
79939878,435167,120205,221
79896242,51837372,120205,13
79813819,50035007,120205,107
79804789,50957378,120205,21
78322490,1176881,120205,26
77119460,8760029,120205,49
76976748,50951955,120205,264
76808053,8961986,120205,27
76088651,51837372,120205,112
76053740,1307,120205,29
57286948,51052835,120205,162
56091441,9997519,120205,7
56015152,50547261,120205,20
91546311,72163644,120205,113
91545851,10395663,120205,21
91545495,72047300,120205,260
91530827,69436618,120205,107
91530265,71955041,120205,257
91527491,2765181,120205,39
91523026,51448323,120205,17
91513305,50495174,120205,9
91481940,10066013,120205,118
91475279,50568502,120205,16
91469949,8962579,120205,19
91469242,51580186,120205,110
91466114,9900318,120205,9
91464358,9995425,120205,17
91459762,9565124,120205,10
91442826,153829,120205,39
91439013,33951144,120205,9
91426627,71698957,120205,196
91425943,73173361,120205,16
91306169,72087042,120205,260
91298028,71694025,120205,19
91286573,50650143,120205,195
91286571,50650143,120205,195
91246318,73151593,120205,113
91245987,9565124,120205,10
91208976,50015949,120205,109
91203516,72456619,120205,48
91179963,67039982,120205,19
91179953,67039982,120205,19
91126403,67326000,120205,136
91126402,67326000,120205,128
91126401,67326000,120205,113
85977218,71710436,120205,196
85965155,72425628,120205,64
85888260,72553851,120205,253
85888253,72553851,120205,253
