job_id,degree,low_salary,high_salary,exp_year,job_type,worktime,isnight,needed_num,url
683,60,38000,42000,3,0,8.0,1,0,80045055
684,60,50000,50000,0,0,9.0,1,1,79930631
685,0,30000,40000,0,0,8.0,1,0,79734163
686,60,36000,70000,2,0,4.0,1,5,79702713
687,60,35000,40000,1,0,9.0,1,1,79657678
688,60,33000,40000,1,0,9.0,1,1,79588358
689,56,23800,28000,3,0,8.0,1,0,79583792
690,0,30000,36000,0,0,8.0,3,1,79573237
691,0,30000,40000,0,0,8.0,1,1,79220105
692,60,24000,28000,0,0,8.0,1,3,78515082
693,60,26000,38000,1,0,8.0,1,1,77772304
694,60,35000,40000,0,0,8.0,3,1,77760634
695,56,34000,60000,0,0,9.5,1,1,77283990
696,60,40000,\N,3,0,8.0,1,1,77132425
697,60,35000,80000,0,0,8.0,1,1,76942573
698,0,26000,32000,1,0,12.0,0,1,76749808
699,0,24000,30000,0,0,8.0,2,0,76652736
700,60,31000,35000,0,0,8.0,3,0,76558707
701,60,28000,40000,5,0,8.0,1,1,76521339
702,56,25000,30000,0,0,8.0,1,1,76383438
703,60,30000,36000,5,0,8.0,1,1,76219974
704,0,30000,30000,3,0,10.0,1,1,76198740
705,56,40000,\N,5,0,-2.5,1,1,56403703
706,60,40000,80000,3,0,-2.0,3,1,56271476
707,60,31760,35000,0,0,9.5,2,0,55946724
708,12,26000,28000,2,0,-7.5,1,1,55815970
709,0,28000,30000,0,0,8.0,1,1,91539422
710,28,30000,35000,0,0,8.0,3,5,91538974
711,60,35000,35000,2,0,8.0,1,1,91538376
712,0,26000,26000,0,0,8.0,1,0,91532481
713,0,40000,42000,1,0,8.0,0,1,91530831
714,0,32000,35000,4,0,9.5,1,1,91530600
715,60,40000,\N,3,0,8.0,3,1,91533496
716,60,50000,50000,0,0,1.0,1,20,76437703
717,60,40000,\N,0,0,8.0,1,20,76036686
718,0,32000,34000,0,0,8.0,2,1,91495922
719,60,40000,\N,3,0,8.0,2,1,91548820
720,60,40000,\N,3,0,8.0,2,1,91548817
721,12,28000,32000,2,0,9.5,1,1,91548357
722,60,28000,34000,0,0,8.0,3,1,91548268
723,0,30000,38000,0,0,8.0,1,0,91548159
724,60,28000,34000,0,0,8.0,3,1,91548125
725,60,30000,35000,0,0,8.0,1,0,91548016
726,12,30000,45000,2,0,8.0,1,2,91547872
727,60,29500,33000,0,0,13.0,3,0,91547863
728,0,33000,38000,0,0,0.0,1,0,91547648
729,0,32000,45000,0,0,8.0,2,1,91547371
730,0,32000,45000,0,0,8.0,2,1,91547368
731,0,32000,45000,0,0,8.0,2,1,91547366
732,0,32000,45000,0,0,8.0,2,1,91547362
733,0,35000,45000,1,0,8.0,3,1,91547287
734,8,28000,28000,0,0,8.0,1,1,91486706
735,60,25000,38000,1,0,9.0,1,0,91152301
736,56,24500,24500,1,0,8.0,3,1,85947503
737,0,30000,40000,2,0,8.0,3,1,91547286
738,0,35000,45000,2,0,8.0,3,1,91547284
739,0,33000,38000,0,0,8.0,3,1,91547275
740,24,24000,29000,0,0,9.0,1,1,91547201
741,12,28000,33000,1,0,12.0,3,2,91547099
742,60,32000,45000,3,0,8.0,1,1,91546677
743,28,28000,28000,0,0,8.0,3,2,91546611
744,60,30000,35000,0,0,8.0,3,0,91546601
745,28,28000,28000,0,0,8.0,3,2,91546599
746,0,30000,35000,2,0,8.0,3,1,91546383
747,60,30000,45000,3,0,9.5,1,1,91546311
748,0,29000,31000,0,0,8.0,3,1,91546155
749,0,30000,40000,0,0,9.0,1,1,91545976
750,0,40000,50000,2,0,8.0,1,1,91545967
751,0,35000,60000,2,0,9.0,1,1,91545933
752,60,25000,25000,2,0,8.0,1,1,91545777
753,0,38000,43000,7,0,8.0,1,1,91545696
754,12,28000,40000,2,0,8.0,1,1,91545668
755,12,30000,42000,0,0,4.0,3,1,91545662
756,0,32000,45000,0,0,8.0,2,1,91545606
757,60,30000,80000,1,0,8.0,1,1,91545589
758,60,30000,80000,1,0,8.0,1,1,91545584
759,60,28000,50000,1,0,8.0,1,1,91545542
760,0,40000,\N,2,0,8.0,3,1,91545257
761,60,24000,25000,2,0,8.0,1,1,91545110
762,12,25000,40000,0,0,9.0,1,1,91541791
763,60,28000,34000,0,0,8.0,3,1,91541185
764,0,28000,28000,1,0,8.0,1,1,91540816
765,60,30000,40000,0,0,11.0,0,1,91538387
766,60,30000,50000,0,0,11.0,0,1,91538385
767,60,30000,30000,3,0,9.0,1,2,91535972
768,0,26000,30000,0,0,8.0,3,1,91535095
769,0,40000,\N,0,0,8.0,1,2,91534263
770,0,40000,\N,0,0,8.0,1,2,91534261
771,0,40000,\N,0,0,8.0,1,2,91534257
772,0,40000,\N,0,0,8.0,1,2,91534240
773,4,30000,30000,3,0,8.0,1,1,91534045
774,0,28000,32000,0,0,8.5,1,1,91532451
775,60,30000,45000,3,0,8.0,3,1,91532240
776,60,26000,32000,0,0,8.0,1,1,91530259
777,0,40000,50000,1,0,8.0,1,1,91528727
778,0,26000,30000,0,0,8.0,1,1,91528402
779,24,30000,39000,0,0,8.0,3,0,91527178
780,28,23800,100000,0,0,8.0,1,0,91526861
781,0,31000,50000,1,0,9.0,1,1,91526638
782,0,30000,38000,0,0,8.0,1,0,91526567
783,0,30000,38000,0,0,8.0,1,0,91526510
784,12,30000,30000,1,0,8.0,1,1,91526496
785,0,158,158,0,1,8.5,3,0,91525291
786,60,26000,30000,0,0,9.0,1,2,91524288
787,60,31000,36000,2,0,8.0,3,1,91522912
788,60,31000,36000,2,0,8.0,3,1,91522884
789,0,23800,100000,0,0,8.0,1,0,91520827
790,60,31000,36000,2,0,8.0,3,1,91520669
791,12,25000,35000,0,0,8.0,1,1,91519453
792,60,25000,30000,0,0,9.0,1,0,91518929
793,60,27000,32000,0,0,9.0,1,0,91516419
794,60,23800,100000,0,0,8.0,1,4,91515103
795,28,25000,32000,2,0,8.0,3,1,91513360
796,28,28500,32800,2,0,8.0,3,1,91513359
797,28,28500,35000,0,0,8.0,3,1,91513355
798,28,27000,33000,2,0,8.0,3,2,91513353
799,28,27000,32000,2,0,8.0,3,1,91513349
800,28,26500,28000,2,0,8.0,3,1,91513340
801,28,29500,33500,2,0,8.0,3,1,91513337
802,28,27000,32000,0,0,8.0,3,1,91513335
803,24,40000,\N,0,0,8.5,1,1,91511915
804,0,27000,29000,0,0,8.0,1,0,91510622
805,4,30000,30000,3,0,8.0,0,1,91508159
806,12,35000,35000,0,0,8.5,0,1,91508066
807,0,23800,23800,0,0,10.5,3,1,91502788
808,60,40000,40000,3,0,8.0,3,1,91499728
809,12,24000,24000,0,0,8.0,3,0,91497480
810,56,40000,\N,0,0,8.0,1,3,91494094
811,56,40000,\N,0,0,8.0,1,2,91494087
812,56,40000,\N,0,0,8.0,1,2,91494080
813,60,27000,28000,0,0,12.0,3,0,91492592
814,60,27000,28000,0,0,12.0,3,0,91492579
815,60,27000,28000,0,0,12.0,3,0,91492571
816,60,27000,28000,0,0,12.0,3,0,91492566
817,60,27000,28000,0,0,12.0,3,0,91492561
818,12,28000,33000,0,0,12.0,3,1,91492543
819,12,28000,33000,0,0,12.0,3,1,91492533
820,60,27000,28000,0,0,12.0,3,0,91492524
821,60,27000,28000,0,0,12.0,3,0,91492504
822,60,27000,28000,0,0,12.0,3,0,91492502
823,60,27000,28000,0,0,12.0,3,0,91492499
824,28,30000,39000,2,0,8.0,3,1,91491661
825,60,23800,28800,0,0,8.0,3,1,91488812
826,60,55000,80000,3,0,12.0,3,1,91488620
827,8,32000,39000,0,0,8.0,3,10,91484117
828,12,24000,28000,0,0,9.0,1,1,91482551
829,60,29000,33000,1,0,8.0,1,0,91479941
830,28,30000,35000,2,0,8.0,3,1,91479919
831,0,28000,30000,0,0,8.0,2,0,91472919
832,60,32000,38000,0,0,-8.0,3,1,91471893
833,60,29500,33000,0,0,13.0,3,0,91470969
834,0,23800,29000,0,0,8.0,2,0,91463448
835,0,30000,35000,1,0,8.0,0,1,91462352
836,0,35000,40000,1,0,9.0,1,1,91460884
837,60,35000,55000,3,0,8.0,3,2,91460326
838,0,30000,35000,2,0,8.0,3,2,91456719
839,12,28000,32000,0,0,8.0,0,1,91454445
840,60,29500,33000,0,0,13.5,3,0,91451392
841,60,30000,33000,2,0,8.0,3,0,91449130
842,56,30000,35000,0,0,8.0,1,1,91449042
843,12,158,158,0,1,8.0,1,1,91448528
844,12,25000,35000,2,0,9.5,1,0,91445871
845,60,35000,45000,3,0,8.0,3,1,91442569
846,0,27000,27000,0,0,8.0,0,1,91438274
847,0,37000,75000,0,0,-15.0,2,1,91435055
848,0,37000,75000,0,0,-15.0,2,1,91434457
849,60,32000,200000,3,0,8.0,0,1,91434012
850,0,28000,36000,0,0,8.0,3,1,91433982
851,60,35000,45000,0,0,8.0,1,3,91432798
852,12,32000,35000,1,0,9.0,1,0,91430443
853,0,30000,42000,0,0,9.5,1,1,91426544
854,60,32000,34000,0,0,8.0,1,0,91424992
855,60,37000,41000,2,0,8.0,1,0,91424985
856,60,41000,42000,6,0,8.0,1,2,91423873
857,12,35000,35000,1,0,-15.499999999999998,2,0,91414430
858,12,29000,29000,1,0,8.5,1,0,91414422
859,56,32000,37000,0,0,8.0,1,5,91296657
860,60,35000,50000,0,0,8.0,1,3,91294734
861,60,35000,50000,0,0,8.0,1,3,91294732
862,4,34000,34000,0,0,8.0,3,1,91290844
863,60,30000,30000,3,0,14.0,3,1,91288839
864,56,30000,50000,0,0,11.0,1,5,91286971
865,56,30000,50000,0,0,11.0,1,5,91286970
866,56,33000,48000,3,0,8.0,1,1,91283767
867,60,40000,100000,3,0,8.0,1,1,91282599
868,24,40000,\N,3,0,8.0,1,1,91281820
869,60,30000,30000,1,0,8.0,3,0,91280407
870,60,28000,32000,1,0,8.0,3,1,91280397
871,60,35000,55000,2,0,9.0,1,5,91275506
872,60,35000,55000,2,0,9.0,1,5,91275126
873,60,35000,55000,2,0,9.0,1,5,91275107
874,60,35000,55000,2,0,9.0,1,5,91273927
875,60,35000,55000,2,0,9.0,1,5,91268731
876,0,28000,28000,0,0,8.0,1,0,91267052
877,60,29500,33000,0,0,13.0,3,0,91265042
878,60,26000,40000,1,0,8.0,1,0,91249905
879,60,24000,35000,1,0,-3.0,1,1,91241756
880,12,24000,35000,1,0,-3.0,1,1,91241755
881,24,30000,38000,0,0,8.0,1,1,91241123
882,12,40000,70000,5,0,8.0,1,2,91240577
883,60,30000,35000,0,0,8.0,3,3,91237748
884,8,23800,23800,0,0,8.0,1,1,91236693
885,24,28000,40000,0,0,9.0,1,1,91236504
886,0,28000,39000,0,0,8.0,1,0,91230820
887,0,30000,60000,0,0,9.0,1,4,91229353
888,0,29000,32000,0,0,8.0,2,0,91228377
889,60,26000,30000,3,0,9.0,1,1,91224807
890,24,28000,40000,0,0,9.0,1,1,91223937
891,0,28000,30000,0,0,8.0,3,3,91223628
892,24,31000,40000,0,0,8.0,3,0,91212930
893,60,25000,45000,0,0,8.0,3,1,91206146
894,0,158,158,0,1,8.0,3,3,91205367
895,0,25000,28000,0,0,8.0,3,3,91205348
896,0,25000,28000,0,0,8.0,3,3,91205338
897,60,30000,30000,0,0,8.0,1,2,91204151
898,60,32000,40000,1,0,8.0,3,2,91198844
899,60,32000,40000,1,0,8.0,3,2,91198834
900,60,32000,40000,0,0,8.0,3,2,91198821
901,60,32000,40000,0,0,8.0,3,2,91198813
902,60,32000,40000,1,0,8.0,3,2,91198707
903,60,32000,40000,0,0,8.0,3,2,91198701
904,12,30000,32000,1,0,8.0,3,1,91186991
905,0,29000,29000,0,0,8.0,0,0,91183623
906,4,27000,32000,3,0,9.333333333333332,1,1,91181603
907,0,33000,33000,0,0,10.0,1,1,91179384
908,56,25000,50000,0,0,8.0,1,1,91176147
909,56,35000,45000,0,0,9.0,1,1,91166660
910,0,33000,38000,0,0,8.0,3,1,91159855
911,0,37000,75000,0,0,-15.0,2,1,91154938
912,0,158,158,0,1,8.0,3,3,91153478
913,0,25000,28000,0,0,8.0,3,3,91153471
914,0,25000,28000,0,0,8.0,3,3,91153466
915,0,35000,35000,3,0,8.0,3,0,91152194
916,60,25000,35000,0,0,8.0,1,0,91148401
917,56,158,158,1,1,8.0,3,1,91147414
918,24,28000,40000,0,0,9.0,1,1,91135199
