job_id,com_id,pos_id,area_id
79507321,70025387,140103,253
91546821,50167335,140103,61
91546808,50167335,140103,55
91475306,2132820,140103,11
91459888,72047297,140103,263
91459881,72047297,140103,263
91459877,72047297,140103,263
91459865,72047297,140103,263
91438186,72047297,140103,263
91425215,51730419,140103,57
91293426,49617094,140103,267
91286221,9771492,140103,250
91139331,69599487,140103,197
91129423,9913401,140103,38
91127940,69599487,140103,264
85877992,416116,140103,255
85146636,2770014,140103,116
85137620,2770014,140103,130
84801594,2770014,140103,116
80249655,67784432,140103,239
80249652,67784432,140103,246
80249648,67784432,140103,246
80231112,67784432,140103,239
80213545,71960072,140103,264
80213543,71960072,140103,264
80213541,71960072,140103,264
80213180,71960072,140103,264
80047869,68004709,140103,39
79871825,51746298,140103,27
79852576,71705870,140103,91
79841117,71705870,140103,91
79559980,2770014,140103,144
78402135,70445559,140103,91
77776554,36057264,140103,264
76841888,68004709,140103,38
76841883,68004709,140103,17
76774184,2875103,140103,20
76454974,67983595,140103,20
75842833,49617094,140103,267
75842831,49617094,140103,267
75842829,49617094,140103,267
75725226,51630274,140103,113
75586468,2770014,140103,130
70544414,9645126,140103,259
58868555,50030911,140103,125
56168216,51630274,140103,113
54768792,9440755,140103,267
54396297,3228676,140103,31
91545477,73195233,140103,19
91541276,48510197,140103,29
91535970,50953849,140103,64
91523131,3227589,140103,265
91523129,3227589,140103,265
91514940,73173530,140103,43
91496875,73188744,140103,61
91462892,69381456,140103,9
91462891,69381456,140103,9
91456355,1253313,140103,56
91449163,73178338,140103,33
91220023,72524568,140103,263
91219795,72524568,140103,216
91211541,72524568,140103,216
91168842,50930052,140103,77
91130204,36073490,140103,111
91127373,71726988,140103,142
91123800,2770014,140103,61
91117654,73090461,140103,259
